,user,item,buy_size,sex,height,weight,review,size,brightness,color,thickness
325,LV 6 oops_!,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],29,남성, 171cm, 64kg,무탠다드 슬랙스는 뭐  아시다시피 가성 엄청 좋고   사실 170따리인 저한데는 수선이 조금 필요해보입니다    보통 90정도로 수선을 합니당 ,보통이에요,보통이에요,보통이에요,보통이에요
326,LV 6 oops_!,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],29,남성, 171cm, 64kg,무탠다드 슬랙스는 뭐  아시다시피 가성 엄청 좋고   사실 170따리인 저한데는 수선이 조금 필요해보입니다    보통 90정도로 수선을 합니당 ,보통이에요,보통이에요,보통이에요,보통이에요
327,LV 5 매일이쁘게입자,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],28,남성, 165cm, 58kg,사이즈 제 체격에 아주 잘 맞고요 허리 넘 편하고 색상도 이쁘네요  혹시나 나중에 살쪄도 밴딩 있고 신축성 있어서 걱정 없을듯 합니다 핏도 원하던핏 ,보통이에요,보통이에요,선명해요,얇아요
328,LV 5 K케이K,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],33,남성, 187cm, 80kg,슬랙스맛집 ㅎㅎ 몇번째인지 ㅎㅎ 깔끔하고 군더더기없고 예뻐요   ,보통이에요,보통이에요,선명해요,보통이에요
329,LV 2 하늘다비,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 180cm, 80kg,딱 맞아서 놀랬어요 길이랑 허리가 간만에 맞는거 찾았습니다,보통이에요,보통이에요,보통이에요,보통이에요
330,LV 3 뉴비_c311ac5c0deb,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 181cm, 69kg,재질도 탄탄하고 무난한 디자인이라 회사 교복으로 입기 좋습니다   ,보통이에요,보통이에요,보통이에요,보통이에요
331,LV 5 Mensyo,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,남성, 175cm, 77kg,무탠다드 슬랙스 가성비 좋고 입기도 편하고 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
332,LV 3 팔각산의고수박선재,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 178cm, 73kg,색감 좋구요 길이 너비 전부 딱 맞습니다 다른 바지들 사면 조금씩은 자르는데 이건 안자르고 입고 있습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
333,LV 5 내일도한량,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 181cm, 70kg,크롭기장임에도 기장은 딱 알맞게 발목부분에 오는 기장감 입니다 허리는 넣입하면 좋을 정도로 살짝 남고 생각보다 허벅지 통이 슬림해서 허벅지가탄탄하신 분들은 사이즈 잘 선택하셔야할 것 같습니다 소재는 얇지 않아서 봄  가을  초겨울 정도는 갠춘할거 같습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
334,LV 4 계속그리워,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 179cm, 70kg,기본 템으로 너무 만족합니다  허리도 딱 맞고 좋네요 ,보통이에요,보통이에요,보통이에요,보통이에요
335,LV 5 나르기혁,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 161cm, 63kg,깔끔하고 이쁩니다  이 가격으로 구할수 있는 바지중에는 상당히 좋은편인듯,보통이에요,보통이에요,보통이에요,보통이에요
336,LV 4 뉴비_1063ba33,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],29,남성, 167cm, 62kg,코디하기도 쉽고 색깔 사이즈 핏 다 마음에듭니다  ,보통이에요,보통이에요,보통이에요,보통이에요
337,LV 4 taetae_o313,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 178cm, 74kg,깔끔하고 적당한 길이에 합리적인 슬렉스에요어디에 입어도 잘 어울려요,보통이에요,어두워요,선명해요,보통이에요
338,LV 3 그랑이쨍그랑,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 176cm, 65kg,허리 허벅지는 편하고 발목쪽으로는 슬림하게 떨어져요 만족합니다,보통이에요,보통이에요,선명해요,보통이에요
339,LV 3 달콤한인생1984,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],34,남성, 172cm, 85kg,척한가격에 좋은 품질 너무 좋아요 사이즈도 잘 맞고,보통이에요,보통이에요,보통이에요,보통이에요
340,LV 3 뉴비_836c4a8120c0,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],29,남성, 173cm, 65kg,믿고 사는 무탠다드입니다  30 구매했다가 29 재구매합니다  핏이며 재질이며 예상했던 그대로 입니다  감사합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
341,LV 5 bazzy1,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 175cm, 72kg,가성비 좋은 슬랙스는 역시 무탠다드인 것 같습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
342,LV 4 덕배덕배덕배,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 176cm, 88kg,골격근량 42   하체발달형 다이어트즁이라 바지 핏도 곧 맞춰질것 같네요,보통이에요,보통이에요,보통이에요,보통이에요
343,LV 5 섭이요1,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 173cm, 83kg,예뻐요 상체비만인데 다행이 딱맞아떨어지네요,보통이에요,어두워요,선명해요,보통이에요
344,LV 2 빵떡이얌,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,남성, 174cm, 70kg,너무 꽉 끼지도 않고 적당히 널널해서 괜찮은것 같아요  ,보통이에요,보통이에요,보통이에요,보통이에요
345,LV 5 검하나,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 177cm, 73kg,셋업으로 입기 딱 좋은 색상이고 마감도 좋습니다 ,보통이에요,밝아요,흐려요,보통이에요
346,LV 5 하늘2213,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 174cm, 69kg,허벅지 맞춰서 샀더니 허리는 크네요   무탠 자체가 살짝 사이즈 작게나온것같습니다 ,작아요,보통이에요,보통이에요,보통이에요
347,LV 5 하늘2213,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],33,남성, 174cm, 69kg,허벅지 맞춰서 샀더니 허리는 크네요   무탠 자체가 살짝 사이즈 작게나온것같습니다 ,작아요,보통이에요,보통이에요,보통이에요
348,LV 3 박상우입니다앙,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],34,남성, 175cm, 78kg,생각보다 허벅지랑 엉덩이가 좀 껴서   허리 큰 거 감수하고 샀어요  벨트하면 괜찮아요 실물이 이뻐서 봐줍니다,작아요,어두워요,선명해요,보통이에요
349,LV 3 실버스타12,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],33,남성, 174cm, 75kg,사이즈 적절하고 마음에 들어요 자주입을거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
350,LV 5 hood715,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 175cm, 65kg,무난하게 코디해서 입기 좋은 편한 기본 바지입니다,보통이에요,보통이에요,보통이에요,두꺼워요
351,LV 3 뉴비_ed6471cbbfae,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],31,남성, 171cm, 67kg,추석에 입을려고 급하게 주문했는데엄청 편하고 배송도 빨라서 좋았습니다,보통이에요,보통이에요,보통이에요,보통이에요
352,LV 3 단발좌,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],31,남성, 175cm, 65kg,살짝 작은데 살짝 기네요 사이즈 선택이 좀 애매하긴 한데 보통 입는 거보다 한치수 크게 사는 거 추천드려요,작아요,어두워요,보통이에요,보통이에요
353,LV 4 누가쏴,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 180cm, 58kg,무난하게 입을수 있는 디자인입니다그런데 저한테는 조금 다리가 슬랙스 한 느낌이네요,보통이에요,보통이에요,보통이에요,보통이에요
354,LV 3 뉴비_a2740ef3,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 178cm, 75kg,기장도 적당하고 작년에 샀던거 다 낡아서 샀는데 오뢔에도 잘 입겠습니다가을겨울용으로 두께감도 좋고 다 좋아요,보통이에요,보통이에요,선명해요,보통이에요
355,LV 3 곰망스,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 170cm, 64kg,허리수선해서 입으면 이뻐요  항상 허벅지가 커서 수선해서 입어요,보통이에요,보통이에요,보통이에요,보통이에요
356,LV 5 쿠리네,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],40,남성, 171cm, 100kg,그냥 핏좋고 무난한 슬랙스 입니다 셋업으로 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
357,LV 4 뉴비_ff1359b2,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],29,남성, 173cm, 62kg,색감이 정말 예쁩니다 핏도 슬림하게 잘 빠졌어요,보통이에요,보통이에요,보통이에요,보통이에요
358,LV 4 뉴비_ff1359b2,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 173cm, 62kg,살짝 슬림한 핏입니다 딱 이런 바지 찾고 있었어요,보통이에요,보통이에요,보통이에요,보통이에요
359,LV 5 뉴비_7cfe07e1,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 182cm, 73kg,무신사 슬렉스중 가장 만족하며 잘 입고있습니다,보통이에요,보통이에요,보통이에요,보통이에요
360,LV 4 윕실론제이,테이퍼드 히든 밴딩 크롭 슬랙스 [머스터드],28,남성, 170cm, 62kg,평소에 28 입는데 이 제품의 경우는 살짝 타이트하긴 하네요,보통이에요,보통이에요,보통이에요,보통이에요
361,LV 4 우랄라우아,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 178cm, 78kg,사이즈도 적당하고 제가 원하던 핏이네요 넘 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
362,LV 2 약주병,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 180cm, 65kg,허리도 적당하고 편하네요 평소에 그냥 입기 좋아요  어떤 옷 입어도 평타 치는 느낌,보통이에요,보통이에요,보통이에요,보통이에요
363,LV 4 뉴비_d8efdadd,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 169cm, 70kg,원단감 괜찮고 기장감 적당하고 색상도 괜찮게 나온거 같습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
364,LV 2 게리!,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 173cm, 65kg,바지 후크쪽이 두꺼워서 밸트착용 시 불편함이 있고  허리 쪽이 접힐 때도 불편합니다  그외에는 가성비 좋은 것같습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
365,LV 3 몽멍이오,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],33,남성, 168cm, 68kg,약간 수선이 필요하네요ㅎㅎ 색감은 생각이랑 악간 다른데 잘 입을게요 ,보통이에요,보통이에요,보통이에요,보통이에요
366,LV 3 멈출수없는충동구매,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 176cm, 65kg,리뷰랑 별점만 봐도 테이퍼드 슬랙스는 무탠다드에서 끝내도될듯요,보통이에요,보통이에요,보통이에요,보통이에요
367,LV 3 영현이의 쇼핑목록,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 크림],31,남성, 172cm, 66kg,딱 원하는 색상에 원하는 재질과 스타일의 옷이 왔습니다 기장은 제게 맞게 조금 수선했구요 가격대비 너무 좋은 슬랙스입니다 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
368,LV 4 지미듀데스키,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],38,남성, 174cm, 90kg,믿고 구매하는 바지라 의심없이 구매했고 역시나 만족합니다출퇴근 때 주로 입고 있고 항상 편안하게 입고 있어요다만 물건에 비해 무신사 후기 관리팀은 진짜 일방적이고 친절하지 않네요,보통이에요,보통이에요,보통이에요,보통이에요
369,LV 3 드가즈아,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,남성, 173cm, 65kg,생각보다 길이는 괜찮았구요 허벅지 굵으신분들은 한사이즈업 추천드려요,보통이에요,보통이에요,보통이에요,보통이에요
370,LV 3 드가즈아,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,남성, 173cm, 65kg,생각보다 길이는 적당한데 허벅지를 생각하면 한사이즈 크게 가시는거 추천 드려요,보통이에요,보통이에요,보통이에요,보통이에요
371,LV 5 혼네미앤유,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 166cm, 55kg,172기준 길이가 딱맞아요 복숭아뼈 정도까지 와요,보통이에요,보통이에요,보통이에요,보통이에요
372,LV 4 한 배찌,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],26,남성, 161cm, 52kg,트렌드 맞게 딱 이쁘네여 맘에 상당히 듭니다 구웃 ,보통이에요,보통이에요,보통이에요,보통이에요
373,LV 5 이건내꺼ya,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 181cm, 73kg,가성비 갑에다가 핏도 딱 깔끔하게 잘나오네요 무탠다드 굿굿 ,보통이에요,보통이에요,보통이에요,보통이에요
374,LV 6 aodjeu,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 168cm, 70kg,운동해서 허리는 얇은데 허벅지가 조금 있다면 사이즈 여유있게 고르시길 바랍니다 ㅠ 키가 작아서 요즘 맞는 슬랙스 찾기 너무 힘든데 크롭으로 나와서 기장 딱 맞고 좋네요 옷은 예뻐요 ,커요,보통이에요,선명해요,보통이에요
375,LV 5 뉴비_7cfe07e1,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],32,남성, 182cm, 73kg,색상이 부담스러울까 했는데 실물로 보니 색상이 엄청 이쁩니다  ,보통이에요,보통이에요,보통이에요,보통이에요
376,LV 5 wj4128,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 165cm, 60kg,딱 기본템으로 좋아요 더 말할 것 없이 적당한 느낌,보통이에요,보통이에요,보통이에요,보통이에요
377,LV 3 팡이당,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 183cm, 74kg,배나와서33시킴 키183 73 5키로 저스핏 좋네요,보통이에요,보통이에요,선명해요,보통이에요
378,LV 3 복덩이AB,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],31,남성, 178cm, 71kg,너무 좋아요  전투용으로 최고 입니다  추천합니다 ,보통이에요,보통이에요,선명해요,보통이에요
379,LV 3 hibeom,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 174cm, 80kg,무탠다드 슬랙스는 굳이 설명이 필요없는 슬랙스인 것 같습니다  기장은 제가 발목 컷을 좋아해서 1 5  정도 수선했습니다 ,보통이에요,보통이에요,선명해요,보통이에요
380,LV 4 센슬,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,남성, 170cm, 60kg,만족합니다 이가격에 이정도 퀄리티 좋아요다른 색상도 구매의향 있어요,보통이에요,보통이에요,선명해요,보통이에요
381,LV 7 하얀곰팅이,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 175cm, 68kg,바지는 편하고 이쁘고 좋지만 좀 작게 나온것 같아요 바지통이 특히 종아리 ㅇㅇ 그거 맞춰서 업해서 교환했는데 별차이 없고 허리만 커진느낌 ㅠ 크게사세요,작아요,어두워요,선명해요,보통이에요
382,LV 6 준보이,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,남성, 165cm, 57kg,출근용으로 구매했습니다 테이퍼드핏인거 치고 편해용,보통이에요,보통이에요,보통이에요,보통이에요
383,LV 6 kch201,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 173cm, 65kg,30은 허리 작을거 같고  32는 살짝 클거 같아서 31갔더니     ,보통이에요,어두워요,선명해요,보통이에요
384,LV 5 뉴비_7cfe07e1,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 182cm, 73kg,색감이 이쁘고 핏도 너무 예쁘네요  가격대비 추천합니다,보통이에요,보통이에요,보통이에요,보통이에요
